id,title,description,difficulty_level,created_at,updated_at,examples,constraints,test_cases
520,Spanning Tree Edge Count,"Given the number of vertices in a connected graph, and a number of edges, determine if this number of edges is the correct number of edges required to form a spanning tree for this graph.  A spanning tree for a graph with V vertices must have exactly V-1 edges. Return 1 if the given number of edges is equal to V-1, and 0 otherwise.",Easy,2025-03-18T11:51:41.034923+00:00,2025-03-18T11:51:41.034923+00:00,"[{""input"": {""edges"": 4, ""vertices"": 5}, ""output"": 1}, {""input"": {""edges"": 5, ""vertices"": 3}, ""output"": 0}]","[""0 \u2264 edges \u2264 200"", ""2 \u2264 vertices \u2264 100""]","[{""input"": {""edges"": 1, ""vertices"": 2}, ""expected_output"": 1}, {""input"": {""edges"": 6, ""vertices"": 7}, ""expected_output"": 1}, {""input"": {""edges"": 2, ""vertices"": 4}, ""expected_output"": 0}, {""input"": {""edges"": 15, ""vertices"": 10}, ""expected_output"": 0}, {""input"": {""edges"": 19, ""vertices"": 20}, ""expected_output"": 1}]"
528,Non-Overlapping Intervals,"Given a list of intervals, where each interval is represented by a start and an end time, determine if there exist at least two non-overlapping intervals. Return 1 if there are at least two non-overlapping intervals, otherwise return 0.",Easy,2025-03-18T11:54:30.649018+00:00,2025-03-18T11:54:30.649018+00:00,"[{""input"": {""intervals"": [[1, 2], [2, 3], [3, 4]]}, ""output"": 1}, {""input"": {""intervals"": [[1, 3], [2, 4], [3, 5]]}, ""output"": 0}]","[""0 \u2264 intervals[i][0] < intervals[i][1] \u2264 1000"", ""intervals[i].length == 2"", ""2 \u2264 intervals.length \u2264 100""]","[{""input"": {""intervals"": [[1, 2], [2, 3], [3, 4]]}, ""expected_output"": 1}, {""input"": {""intervals"": [[1, 3], [2, 4], [3, 5]]}, ""expected_output"": 0}, {""input"": {""intervals"": [[1, 4], [2, 3]]}, ""expected_output"": 0}, {""input"": {""intervals"": [[1, 2], [3, 4], [1, 5]]}, ""expected_output"": 1}, {""input"": {""intervals"": [[5, 8], [2, 3], [6, 7]]}, ""expected_output"": 1}]"
529,Is Valid AVL Tree,"Given a binary tree represented by nested JSON objects, determine if it is a valid AVL tree. Return 1 if it is a valid AVL tree, and 0 otherwise. A valid AVL tree is a self-balancing binary search tree where the heights of the two child subtrees of any node differ by at most one.",Hard,2025-03-18T11:54:46.293128+00:00,2025-03-18T11:54:46.293128+00:00,"[{""input"": {""tree"": {""val"": 10, ""left"": {""val"": 5, ""left"": null, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": null}}}, ""output"": 1}, {""input"": {""tree"": {""val"": 10, ""left"": {""val"": 5, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": null}}}, ""output"": 0}]","[""The values in the tree are integers."", ""'left' and 'right' can be either null or another JSON object representing a node."", ""'val' is an integer."", ""The binary tree is represented using nested JSON objects with keys 'val', 'left', and 'right'.""]","[{""input"": {""tree"": {""val"": 10, ""left"": {""val"": 5, ""left"": null, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": null}}}, ""expected_output"": 1}, {""input"": {""tree"": {""val"": 10, ""left"": {""val"": 5, ""left"": {""val"": 2, ""left"": null, ""right"": null}, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": null}}}, ""expected_output"": 0}, {""input"": {""tree"": {""val"": 10, ""left"": {""val"": 5, ""left"": null, ""right"": null}, ""right"": {""val"": 15, ""left"": null, ""right"": {""val"": 20, ""left"": null, ""right"": null}}}}, ""expected_output"": 0}, {""input"": {""tree"": null}, ""expected_output"": 1}, {""input"": {""tree"": {""val"": 10, ""left"": null, ""right"": null}}, ""expected_output"": 1}]"
553,String Starts With Prefix,"Given a string and a prefix, return 1 if the string starts with the prefix, otherwise return 0.",Easy,2025-03-18T12:07:21.627529+00:00,2025-03-18T12:07:21.627529+00:00,"[{""input"": {""prefix"": ""Hello"", ""string"": ""HelloWorld""}, ""output"": 1}, {""input"": {""prefix"": ""Hello"", ""string"": ""GoodbyeWorld""}, ""output"": 0}]","[""string and prefix consist of alphanumeric characters"", ""1 \u2264 prefix.length \u2264 100"", ""1 \u2264 string.length \u2264 100""]","[{""input"": {""prefix"": ""Hello"", ""string"": ""HelloWorld""}, ""expected_output"": 1}, {""input"": {""prefix"": ""Hello"", ""string"": ""GoodbyeWorld""}, ""expected_output"": 0}, {""input"": {""prefix"": ""Prefix"", ""string"": ""PrefixString""}, ""expected_output"": 1}, {""input"": {""prefix"": ""Prefix"", ""string"": ""StringPrefix""}, ""expected_output"": 0}, {""input"": {""prefix"": ""abcd"", ""string"": ""abc""}, ""expected_output"": 0}]"
558,Prefix Sum Query,"Given an array of size n initialized with all zeros. You are given a list of indices (1-based) to update to 1. After performing all updates, determine if the prefix sum up to a given index k (1-based) is greater than 0. Return 1 if it is, otherwise return 0.",Easy,2025-03-18T12:09:12.163733+00:00,2025-03-18T12:09:12.163733+00:00,"[{""input"": {""k"": 3, ""n"": 5, ""updates"": [1, 3]}, ""output"": 1}, {""input"": {""k"": 2, ""n"": 5, ""updates"": [4]}, ""output"": 0}]","[""1 \u2264 k \u2264 n"", ""1 \u2264 updates[i] \u2264 n"", ""0 \u2264 updates.length \u2264 n"", ""1 \u2264 n \u2264 10^4""]","[{""input"": {""k"": 3, ""n"": 5, ""updates"": [1, 3]}, ""expected_output"": 1}, {""input"": {""k"": 2, ""n"": 5, ""updates"": [4]}, ""expected_output"": 0}, {""input"": {""k"": 4, ""n"": 5, ""updates"": []}, ""expected_output"": 0}, {""input"": {""k"": 7, ""n"": 10, ""updates"": [2, 5, 8, 10]}, ""expected_output"": 1}, {""input"": {""k"": 1, ""n"": 10, ""updates"": [2, 5, 8, 10]}, ""expected_output"": 0}]"
581,Substring Check,"Given two strings, `text` and `substring`, determine if `substring` is present within `text`. Return 1 if `substring` is found in `text`, and 0 otherwise.",Easy,2025-03-18T12:21:40.859437+00:00,2025-03-18T12:21:40.859437+00:00,"[{""input"": {""text"": ""hello world"", ""substring"": ""world""}, ""output"": 1}, {""input"": {""text"": ""programming"", ""substring"": ""gram""}, ""output"": 1}]","[""`text` and `substring` consist of lowercase English letters."", ""1 \u2264 length of `substring` \u2264 length of `text`"", ""1 \u2264 length of `text` \u2264 10^5""]","[{""input"": {""text"": ""example"", ""substring"": ""amp""}, ""expected_output"": 1}, {""input"": {""text"": ""testing"", ""substring"": ""test""}, ""expected_output"": 1}, {""input"": {""text"": ""algorithm"", ""substring"": ""rithm""}, ""expected_output"": 1}, {""input"": {""text"": ""coding"", ""substring"": ""code""}, ""expected_output"": 0}, {""input"": {""text"": ""banana"", ""substring"": ""nanan""}, ""expected_output"": 0}]"
585,Unique Elements,"Given an array of integers nums, return 1 if all elements in the array are unique, otherwise return 0.",Easy,2025-03-18T12:23:31.441533+00:00,2025-03-18T12:23:31.441533+00:00,"[{""input"": {""nums"": [1, 2, 3, 1]}, ""output"": 0}, {""input"": {""nums"": [1, 2, 3, 4]}, ""output"": 1}]","[""-10^9 \u2264 nums[i] \u2264 10^9"", ""1 \u2264 nums.length \u2264 10^5""]","[{""input"": {""nums"": [1, 2, 3, 4, 5]}, ""expected_output"": 1}, {""input"": {""nums"": [1, 1, 2, 3, 4]}, ""expected_output"": 0}, {""input"": {""nums"": [1, 2, 1, 2]}, ""expected_output"": 0}, {""input"": {""nums"": [5]}, ""expected_output"": 1}, {""input"": {""nums"": [-1, -2, -3, -1]}, ""expected_output"": 0}]"
590,Perfect Square Check (Binary Search),"Given a positive integer num, determine if it is a perfect square. Return 1 if num is a perfect square, otherwise return 0. You must use binary search to solve this problem.",Easy,2025-03-18T12:25:57.218734+00:00,2025-03-18T12:25:57.218734+00:00,"[{""input"": {""num"": 16}, ""output"": 1}, {""input"": {""num"": 14}, ""output"": 0}]","[""1 \u2264 num \u2264 10^9""]","[{""input"": {""num"": 28}, ""expected_output"": 0}, {""input"": {""num"": 16}, ""expected_output"": 1}, {""input"": {""num"": 14}, ""expected_output"": 0}, {""input"": {""num"": 1}, ""expected_output"": 1}, {""input"": {""num"": 25}, ""expected_output"": 1}]"
592,Equation Consistency,"You are given a list of equations of the form 'A == B' or 'A != B', where A and B are single-letter variables. Determine if the set of equations is consistent. Return 1 if consistent, and 0 if inconsistent.",Hard,2025-03-18T12:26:51.401573+00:00,2025-03-18T12:26:51.401573+00:00,"[{""input"": {""equations"": [""a==b"", ""b==c"", ""a!=c""]}, ""output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""a==c""]}, ""output"": 1}]","[""Variables are lowercase English letters 'a' to 'z'"", ""1 \u2264 equations.length \u2264 100""]","[{""input"": {""equations"": [""a==b"", ""b==c"", ""a!=c""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""a==c""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a!=b"", ""b!=c"", ""a!=c""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a==b"", ""c==d"", ""a!=c"", ""b!=d""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""c==d"", ""a!=c"", ""b!=e""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a==a""]}, ""expected_output"": 1}, {""input"": {""equations"": [""a!=a""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b!=a""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a!=b"", ""a==b""]}, ""expected_output"": 0}, {""input"": {""equations"": [""a==b"", ""b==c"", ""c==d"", ""d==e"", ""a!=e""]}, ""expected_output"": 0}]"
599,K-th Smallest Element in a Sorted Matrix,"Given an n x n matrix where each row and column is sorted in ascending order, find the k-th smallest element in the matrix.

Note that it is the k-th smallest element in the sorted order, not the k-th distinct element.",Hard,2025-03-18T12:31:30.136367+00:00,2025-03-18T12:31:30.136367+00:00,"[{""input"": {""k"": 8, ""matrix"": [[1, 5, 9], [10, 11, 13], [12, 13, 15]]}, ""output"": 13}, {""input"": {""k"": 3, ""matrix"": [[-5, -4], [-3, -2]]}, ""output"": -3}]","[""1 <= k <= n^2"", ""All the rows and columns of matrix are guaranteed to be sorted in non-decreasing order."", ""-10^9 <= matrix[i][j] <= 10^9"", ""1 <= n <= 300"", ""n == matrix.length == matrix[i].length""]","[{""input"": {""k"": 8, ""matrix"": [[1, 5, 9], [10, 11, 13], [12, 13, 15]]}, ""expected_output"": 13}, {""input"": {""k"": 3, ""matrix"": [[-5, -4], [-3, -2]]}, ""expected_output"": -3}, {""input"": {""k"": 2, ""matrix"": [[1, 2], [1, 3]]}, ""expected_output"": 1}, {""input"": {""k"": 5, ""matrix"": [[1, 1, 1], [1, 1, 1], [1, 1, 1]]}, ""expected_output"": 1}, {""input"": {""k"": 6, ""matrix"": [[10, 20, 30], [15, 25, 35], [20, 30, 40]]}, ""expected_output"": 25}]"
